Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
89,Forgetful Fool Me Once: 0.05,2.59656745471,0.8021767955801105,16.0,1.0,0.7644541854480742,0.12355675121179739,0.047518383447667636,0.0644706798924606,1.0,0.72380337027,0.0737739766208,0.0472136360841
90,"Alexei: ('D',)",2.59546757019,0.84532474503489,0.0,1.0,0.746224802168044,0.11599272962517887,0.054409023477940195,0.08337344472883688,1.0,0,1.0,0
91,Adaptive Tit For Tat: 0.5,2.59437144118,0.7936415633937083,0.0,1.0,0.7240627309554694,0.11382019682771811,0.0647355122621629,0.09738155995464964,1.0,0,1.0,0
92,Cycler DC,2.59430545495,0.4732142857142857,88.0,0.0,0.14510027111533072,0.2669019500870132,0.39290537197186165,0.1950924068257944,0,0,1.0,1.0
93,Adaptive Pavlov 2006,2.59357479577,0.6951921024546425,22.0,1.0,0.7077622171326349,0.10089533121347159,0.06943792065044874,0.1219045310034448,0.985264582695,0.121558529227,0.640211221228,0.00319138038647
94,Nice Average Copier,2.59289433006,0.8310307835820896,14.0,1.0,0.7308579979378051,0.11144865865997007,0.06066298230119581,0.09703036110102888,0.926583609208,0.405820360389,0.579963516483,0.354947179083
95,Eatherley,2.59286027504,0.8972742200328407,0.0,1.0,0.7821605085734022,0.12057363588148354,0.03676108703248068,0.06050476851263338,1.0,0.468533050895,1.0,0.387994922301
96,Forgetful Grudger,2.5926865245,0.7265263157894737,29.0,1.0,0.682663986151685,0.09553169901725644,0.08073618070707245,0.14106813412398608,1.0,0,0.0859718722455,0
97,Soft Go By Majority,2.58913065361,0.848849512069851,10.0,1.0,0.7433957028604762,0.12738214200201317,0.05728991662763919,0.07193223850987138,1.0,0.680648619465,0.810859977253,0
98,GTFT: 0.1,2.58757187179,0.8667870826491516,0.0,1.0,0.7527487550181142,0.12794428222741153,0.052505017123912034,0.06680194563056219,1.0,0.102885223006,1.0,0.109801504724
99,"ZD-GTFT-2: 0.25, 0.5",2.58703564226,0.854730010384216,0.0,1.0,0.7545782459734185,0.1262560043226003,0.05067748931047771,0.06848826039350334,1.0,0.123137834311,1.0,0.247436203564
100,Doubler,2.58610708761,0.8504439461883408,0.0,1.0,0.7444377122857173,0.12077834534121805,0.05432034172657078,0.08046360064649383,1.0,0.579786395097,1.0,0
101,Slow Tit For Two Tats 2,2.58426152673,0.8853440482169764,2.0,1.0,0.7907868696368644,0.121519292257586,0.030708480115398562,0.056985357990150955,1.0,0.763914903946,0.406818339218,0
102,Tit For Tat,2.58425539573,0.7946062322946176,0.0,1.0,0.7252222751810957,0.1145203845413042,0.06209333491267651,0.09816400536492366,1.0,0,1.0,0
103,Soft Go By Majority: 5,2.58348862753,0.8492399815753109,9.0,1.0,0.7366504502543021,0.1224907243547726,0.05817176447494637,0.08268706091597898,1.0,0.66577822931,0.694358587192,0
104,Predator,2.58213597144,0.19077031470173791,128.0,1.0,0.2102735210895918,0.08964244006538111,0.3128220990913101,0.387261939753717,0.500659272204,0,0.19381803582,0.187624345452
105,Stalker: D,2.58058645221,0.8495336787564767,1.0,1.0,0.772785354275699,0.11713909925579342,0.038388873184674245,0.0716866732838332,0.956081437585,0.528018293417,0.849783430829,0.326493680737
106,CollectiveStrategy,2.57847919171,0.11241943734015346,146.0,1.0,0.2149369093446288,0.0706011455078761,0.30487849004508405,0.4095834551024112,0.259503731075,0,0,0.321235520758
107,Prober 4,2.57755349574,0.48534277879341864,88.0,1.0,0.41728815028915084,0.18310209865297672,0.23133525315683542,0.1682744979010369,0.499301657663,0.462644038765,0.672209324414,0.568643806408
108,Worse and Worse 2,2.57471307118,0.8062962962962963,6.5,1.0,0.7218857639909254,0.12755358613413711,0.0645965759182432,0.08596407395669421,0.991238944285,0.553191808191,0.948898484446,0.52206282139
